Year,County,Region,Child Population,% of Children in Total Population,Total Population
2017,McCulloch,9-Midland,1102,12.91,8539
2017,McLennan,7-Austin,36064,14.56,247655
2017,McMullen,11-Edinburg,67,8.8,761
2017,Medina,8-San Antonio,6632,13.5,49136
2017,Menard,9-Midland,225,10.26,2194
2017,Midland,9-Midland,25183,14.87,169373
2017,Milam,7-Austin,3419,13.86,24661
2017,Mills,7-Austin,582,11.93,4879
2017,Mitchell,2-Abilene,1008,10.38,9713
2017,Montague,2-Abilene,2343,12.11,19350
2017,Montgomery,6-Houston,81843,14.58,561436
2017,Moore,1-Lubbock,3583,16.51,21696
2017,Morris,4-Tyler,1524,12.1,12593
2017,Motley,1-Lubbock,136,11.49,1184
2017,Nacogdoches,5-Beaumont,6968,10.94,63691
2017,Navarro,3-Arlington,6704,13.98,47959
2017,Newton,5-Beaumont,1574,11.31,13912
2017,Nolan,2-Abilene,2275,14.7,15478
2017,Nueces,11-Edinburg,51108,13.82,369869
2017,Ochiltree,1-Lubbock,1849,16.87,10958
2017,Oldham,1-Lubbock,421,19.46,2163
2017,Orange,5-Beaumont,10957,12.91,84886
2017,Palo Pinto,3-Arlington,3648,13.05,27955
2017,Panola,4-Tyler,3343,13.7,24402
2017,Parker,3-Arlington,17186,13.26,129607
2017,Parmer,1-Lubbock,1471,15.5,9489
2017,Pecos,9-Midland,2062,12.64,16313
2017,Polk,5-Beaumont,5146,10.75,47886
2017,Potter,1-Lubbock,17441,14.24,122482
2017,Presidio,10-El Paso,859,13.48,6371
2017,Rains,4-Tyler,1203,10.71,11234
2017,Randall,1-Lubbock,17719,13.42,132035
2017,Reagan,9-Midland,621,15.81,3928
2017,Real,8-San Antonio,332,9.81,3386
2017,Red River,4-Tyler,1377,10.84,12701
2017,Reeves,9-Midland,1789,11.86,15081
2017,Refugio,11-Edinburg,986,13.1,7529
2017,Roberts,1-Lubbock,140,14.37,974
2017,Robertson,7-Austin,2105,12.54,16791
2017,Rockwall,3-Arlington,14937,15.8,94557
2017,Runnels,2-Abilene,1420,13.12,10822
2017,Rusk,4-Tyler,6570,12.41,52941
2017,Sabine,5-Beaumont,1086,10.65,10201
2017,San Augustine,5-Beaumont,869,10.17,8543
2017,San Jacinto,5-Beaumont,3547,12.62,28106
2017,San Patricio,11-Edinburg,10183,14.72,69197
2017,San Saba,7-Austin,658,11.13,5910
2017,Schleicher,9-Midland,500,15.19,3292
2017,Scurry,2-Abilene,2520,14.08,17902
2017,Shackelford,2-Abilene,452,13.36,3382
2017,Shelby,5-Beaumont,3726,14.57,25574
2017,Sherman,1-Lubbock,486,15.3,3177
2017,Smith,4-Tyler,31592,13.87,227753
2017,Somervell,3-Arlington,1130,12.55,9002
2017,Starr,11-Edinburg,11101,17.41,63778
2017,Stephens,2-Abilene,1218,12.73,9567
2017,Sterling,9-Midland,149,12.23,1218
2017,Stonewall,2-Abilene,186,12.31,1511
2017,Sutton,9-Midland,528,12.29,4295
2017,Swisher,1-Lubbock,1059,14.09,7515
2017,Tarrant,3-Arlington,300816,14.74,2040538
2017,Taylor,2-Abilene,18777,13.7,137105
2017,Terrell,9-Midland,118,11.35,1040
2017,Terry,1-Lubbock,1859,14.39,12915
2017,Throckmorton,2-Abilene,174,11.24,1548
2017,Titus,4-Tyler,5078,15.46,32855
2017,Tom Green,9-Midland,14808,12.45,118925
2017,Travis,7-Austin,149281,12.32,1211795
2017,Trinity,5-Beaumont,1558,10.84,14371
2017,Tyler,5-Beaumont,2275,10.61,21446
2017,Upshur,4-Tyler,5415,13.24,40887
2017,Upton,9-Midland,563,14.89,3780
2017,Uvalde,8-San Antonio,4172,15.26,27339
2017,Val Verde,8-San Antonio,7508,15.49,48482
2017,Van Zandt,4-Tyler,6983,12.79,54600
2017,Victoria,8-San Antonio,12928,13.73,94187
2017,Walker,6-Houston,7025,9.8,71699
2017,Waller,6-Houston,6802,14.07,48346
2017,Ward,9-Midland,1968,15.69,12543
2017,Washington,7-Austin,4378,12.62,34698
2017,Webb,11-Edinburg,46516,17.36,267971
2017,Wharton,6-Houston,6135,14.69,41777
2017,Wheeler,1-Lubbock,790,13.91,5680
2017,Wichita,2-Abilene,16066,12.11,132632
2017,Wilbarger,2-Abilene,1774,13.46,13181
2017,Willacy,11-Edinburg,3037,13.7,22174
2017,Williamson,7-Austin,78932,14.77,534550
2017,Wilson,8-San Antonio,6809,13.9,48995
2017,Winkler,9-Midland,1328,15.61,8509
2017,Wise,3-Arlington,8480,13.29,63820
2017,Wood,4-Tyler,4958,11.18,44331
2017,Yoakum,1-Lubbock,1511,17.26,8752
2017,Young,2-Abilene,2400,12.88,18640
2017,Zapata,11-Edinburg,2474,17.24,14353
2017,Zavala,8-San Antonio,2069,16.73,12368
2017,All Counties,All Regions,,,28245982
2016,Anderson,4-Tyler,6419,10.99,58382
2016,Andrews,9-Midland,3073,16.43,18708
2016,Angelina,5-Beaumont,13166,14.76,89219
2016,Aransas,11-Edinburg,2660,10.32,25763
2016,Archer,2-Abilene,1122,13.07,8582
2016,Armstrong,1-Lubbock,213,10.92,1951
2016,Atascosa,8-San Antonio,7260,14.88,48782
2016,Austin,6-Houston,3868,13.07,29603
2016,Bailey,1-Lubbock,1289,17.27,7464
2016,Bandera,8-San Antonio,2012,9.62,20912
2016,Bastrop,7-Austin,11737,14.44,81259
2016,Baylor,2-Abilene,450,12.33,3650
2016,Bee,11-Edinburg,3998,11.98,33379
2016,Bell,7-Austin,52081,15.45,337015
2016,Bexar,8-San Antonio,277471,14.33,1935868
2016,Blanco,7-Austin,1240,11.18,11094
2016,Borden,9-Midland,63,9.45,667
2016,Bosque,7-Austin,2174,12.14,17909
2016,Bowie,4-Tyler,11758,12.7,92597
2016,Brazoria,6-Houston,51523,14.73,349762
2016,Brazos,7-Austin,25346,11.9,213043
2016,Brewster,10-El Paso,1089,11.82,9214
2016,Briscoe,1-Lubbock,187,11.78,1587
2016,Brooks,11-Edinburg,1000,13.88,7203
2016,Brown,2-Abilene,5094,13.17,38686
2016,Burleson,7-Austin,2248,12.84,17507
2016,Burnet,7-Austin,5732,12.47,45948
2016,Caldwell,7-Austin,6200,14.88,41678
2016,Calhoun,8-San Antonio,3147,14.12,22287
2016,Callahan,2-Abilene,1649,12.26,13447
2016,Cameron,11-Edinburg,73088,17.38,420614
2016,Camp,4-Tyler,1856,14.32,12957
2016,Carson,1-Lubbock,820,13.88,5906
2016,Cass,4-Tyler,3790,12.44,30472
2016,Castro,1-Lubbock,1142,15.31,7458
2016,Chambers,6-Houston,5874,15.03,39083
2016,Cherokee,4-Tyler,7611,14.71,51738
2016,Childress,1-Lubbock,798,11.27,7079
2016,Clay,2-Abilene,1151,11.32,10169
2016,Cochran,1-Lubbock,511,15.87,3219
2016,Coke,9-Midland,389,11.94,3257
2016,Coleman,2-Abilene,1113,12.86,8656
2016,Collin,3-Arlington,144996,15.59,930091
2016,Collingsworth,1-Lubbock,443,14.17,3127
2016,Colorado,6-Houston,2730,12.94,21097
2016,Comal,8-San Antonio,16749,12.89,129967
2016,Comanche,2-Abilene,1680,12.5,13437
2016,Concho,9-Midland,310,7.53,4119
2016,Cooke,3-Arlington,5248,13.38,39215
2016,Coryell,7-Austin,11246,14.6,77013
2016,Cottle,2-Abilene,199,13.21,1507
2016,Crane,9-Midland,866,16.11,5376
2016,Crockett,9-Midland,517,13.18,3922
2016,Crosby,1-Lubbock,914,14.57,6274
2016,Culberson,10-El Paso,264,11.45,2306
2016,Dallam,1-Lubbock,1171,16.75,6993
2016,Dallas,3-Arlington,382013,14.76,2587530
2016,Dawson,9-Midland,1797,13.15,13666
2016,DeWitt,8-San Antonio,2474,11.76,21030
2016,Deaf Smith,1-Lubbock,3211,17.28,18578
2016,Delta,4-Tyler,635,11.93,5323
2016,Denton,3-Arlington,117204,14.74,795196
2016,Dickens,1-Lubbock,226,10.12,2234
2016,Dimmit,8-San Antonio,1789,16.33,10955
2016,Donley,1-Lubbock,369,10.52,3509
2016,Duval,11-Edinburg,1658,14.01,11836
2016,Eastland,2-Abilene,2400,13.06,18379
2016,Ector,9-Midland,26121,15.97,163571
2016,Edwards,8-San Antonio,232,11.59,2002
2016,El Paso,10-El Paso,131610,15.54,847036
2016,Ellis,3-Arlington,25616,15.42,166103
2016,Erath,3-Arlington,4892,12.28,39847
2016,Falls,7-Austin,1996,11.68,17092
2016,Fannin,3-Arlington,3982,11.61,34293
2016,Fayette,7-Austin,3110,12.25,25383
2016,Fisher,2-Abilene,457,11.51,3969
2016,Floyd,1-Lubbock,847,14.16,5980
2016,Foard,2-Abilene,132,10.43,1265
2016,Fort Bend,6-Houston,112838,15.5,727754
2016,Franklin,4-Tyler,1456,13.53,10763
2016,Freestone,7-Austin,2530,12.74,19863
2016,Frio,8-San Antonio,2525,13.4,18850
2016,Gaines,9-Midland,3758,18.61,20194
2016,Galveston,6-Houston,45283,13.78,328728
2016,Garza,1-Lubbock,709,10.65,6659
2016,Gillespie,8-San Antonio,2771,10.85,25547
2016,Glasscock,9-Midland,178,13.63,1306
2016,Goliad,8-San Antonio,916,12.18,7521
2016,Gonzales,8-San Antonio,3056,14.7,20796
2016,Gray,1-Lubbock,3183,13.58,23434
2016,Grayson,3-Arlington,16990,13.33,127493
2016,Gregg,4-Tyler,17645,14.18,124421
2016,Grimes,7-Austin,3422,12.22,27998
2016,Guadalupe,8-San Antonio,22284,14.53,153319
2016,Hale,1-Lubbock,5292,15.36,34444
2016,Hall,1-Lubbock,455,13.78,3303
2016,Hamilton,7-Austin,1001,12.05,8305
2016,Hansford,1-Lubbock,961,16.79,5723
2016,Hardeman,2-Abilene,520,13.19,3942
2016,Hardin,5-Beaumont,7798,13.95,55906
2016,Harris,6-Houston,684634,14.83,4616802
2016,Harrison,4-Tyler,9483,14.09,67300
2016,Hartley,1-Lubbock,750,12.42,6040
2016,Haskell,2-Abilene,696,11.56,6020
2016,Hays,7-Austin,27312,13.68,199621
2016,Hemphill,1-Lubbock,719,16.93,4246
2016,Henderson,4-Tyler,9831,12.25,80279
2016,Hidalgo,11-Edinburg,146639,17.63,831924
2016,Hill,7-Austin,4705,13.24,35526
2016,Hockley,1-Lubbock,3574,14.95,23905
2016,Hood,3-Arlington,6373,11.46,55618
2016,Hopkins,4-Tyler,4898,13.47,36353
2016,Houston,5-Beaumont,2511,10.91,23026
2016,Howard,9-Midland,4832,12.55,38504
2016,Hudspeth,10-El Paso,464,13.62,3406
2016,Hunt,3-Arlington,11860,12.99,91327
2016,Hutchinson,1-Lubbock,3042,14.03,21682
2016,Irion,9-Midland,175,11.43,1531
2016,Jack,2-Abilene,1039,11.67,8905
2016,Jackson,8-San Antonio,2099,13.85,15151
2016,Jasper,5-Beaumont,4632,12.98,35696
2016,Jeff Davis,10-El Paso,228,10.44,2183
2016,Jefferson,5-Beaumont,31575,12.33,255994
2016,Jim Hogg,11-Edinburg,798,15.44,5170
2016,Jim Wells,11-Edinburg,6266,14.89,42090
2016,Johnson,3-Arlington,23723,14.53,163278
2016,Jones,2-Abilene,1955,9.84,19862
2016,Karnes,8-San Antonio,1725,11.43,15097
2016,Kaufman,3-Arlington,17323,14.95,115860
2016,Kendall,8-San Antonio,5502,13.62,40398
2016,Kenedy,11-Edinburg,50,11.09,451
2016,Kent,2-Abilene,98,12.47,786
2016,Kerr,8-San Antonio,5820,11.38,51140
2016,Kimble,9-Midland,470,10.59,4440
2016,King,1-Lubbock,37,12.42,298
2016,Kinney,8-San Antonio,378,10.87,3477
2016,Kleberg,11-Edinburg,4139,13.3,31129
2016,Knox,2-Abilene,550,14.33,3838
2016,La Salle,8-San Antonio,837,10.88,7695
2016,Lamar,4-Tyler,6359,12.72,50006
2016,Lamb,1-Lubbock,1942,14.67,13239
2016,Lampasas,7-Austin,2565,12.55,20436
2016,Lavaca,8-San Antonio,2590,12.96,19978
2016,Lee,7-Austin,2486,14.45,17201
2016,Leon,7-Austin,2083,12.03,17322
2016,Liberty,6-Houston,10837,13.33,81282
2016,Limestone,7-Austin,2939,12.5,23506
2016,Lipscomb,1-Lubbock,483,13.82,3496
2016,Live Oak,11-Edinburg,1348,11.41,11812
2016,Llano,7-Austin,1667,8.61,19372
2016,Loving,9-Midland,5,5.68,88
2016,Lubbock,1-Lubbock,40332,13.46,299742
2016,Lynn,1-Lubbock,789,13.87,5689
2016,Madison,7-Austin,1703,12.04,14139
2016,Marion,4-Tyler,1030,9.87,10433
2016,Martin,9-Midland,845,15.38,5494
2016,Mason,9-Midland,458,11.69,3919
2016,Matagorda,6-Houston,5034,13.61,36991
2016,Maverick,8-San Antonio,10101,17.51,57684
2016,McCulloch,9-Midland,1112,13.1,8486
2016,McLennan,7-Austin,36101,14.69,245791
2016,McMullen,11-Edinburg,74,9.81,754
2016,Medina,8-San Antonio,6625,13.61,48680
2016,Menard,9-Midland,232,10.55,2200
2016,Midland,9-Midland,24255,14.8,163923
2016,Milam,7-Austin,3380,13.72,24642
2016,Mills,7-Austin,588,12.06,4874
2016,Mitchell,2-Abilene,1014,10.48,9678
2016,Montague,2-Abilene,2359,12.16,19392
2016,Montgomery,6-Houston,79689,14.62,545011
2016,Moore,1-Lubbock,3581,16.49,21713
2016,Morris,4-Tyler,1522,12.03,12649
2016,Motley,1-Lubbock,135,11.38,1186
2016,Nacogdoches,5-Beaumont,7008,11.02,63583
2016,Navarro,3-Arlington,6705,13.99,47930
2016,Newton,5-Beaumont,1589,11.36,13982
2016,Nolan,2-Abilene,2241,14.52,15430
2016,Nueces,11-Edinburg,50885,13.93,365409
2016,Ochiltree,1-Lubbock,1838,16.94,10849
2016,Oldham,1-Lubbock,449,20.86,2152
2016,Orange,5-Beaumont,10963,12.98,84466
2016,Palo Pinto,3-Arlington,3639,13.01,27978
2016,Panola,4-Tyler,3374,13.87,24321
2016,Parker,3-Arlington,17022,13.33,127694
2016,Parmer,1-Lubbock,1476,15.39,9590
2016,Pecos,9-Midland,2066,12.74,16219
2016,Polk,5-Beaumont,5126,10.79,47485
2016,Potter,1-Lubbock,17431,14.25,122365
2016,Presidio,10-El Paso,912,13.92,6552
2016,Rains,4-Tyler,1197,10.7,11187
2016,Randall,1-Lubbock,17490,13.44,130159
2016,Reagan,9-Midland,598,15.61,3831
2016,Real,8-San Antonio,330,9.79,3370
2016,Red River,4-Tyler,1402,11,12741
2016,Reeves,9-Midland,1744,11.73,14869
2016,Refugio,11-Edinburg,984,13.11,7505
2016,Roberts,1-Lubbock,124,12.86,964
2016,Robertson,7-Austin,2104,12.57,16744
2016,Rockwall,3-Arlington,14780,16.04,92123
2016,Runnels,2-Abilene,1393,12.93,10774
2016,Rusk,4-Tyler,6543,12.35,52986
2016,Sabine,5-Beaumont,1093,10.63,10283
2016,San Augustine,5-Beaumont,902,10.51,8584
2016,San Jacinto,5-Beaumont,3506,12.59,27842
2016,San Patricio,11-Edinburg,10176,14.85,68542
2016,San Saba,7-Austin,640,10.8,5925
2016,Schleicher,9-Midland,500,15.19,3292
2016,Scurry,2-Abilene,2461,13.87,17743
2016,Shackelford,2-Abilene,443,13.13,3375
2016,Shelby,5-Beaumont,3727,14.57,25582
2016,Sherman,1-Lubbock,480,15.27,3143
2016,Smith,4-Tyler,31224,13.86,225242
2016,Somervell,3-Arlington,1140,12.78,8917
2016,Starr,11-Edinburg,11158,17.59,63426
2016,Stephens,2-Abilene,1217,12.7,9582
2016,Sterling,9-Midland,144,11.91,1209
2016,Stonewall,2-Abilene,183,12.15,1506
2016,Sutton,9-Midland,546,12.83,4255
2016,Swisher,1-Lubbock,1056,14,7541
2016,Tarrant,3-Arlington,296257,14.76,2006888
2016,Taylor,2-Abilene,18361,13.47,136337
2016,Terrell,9-Midland,110,10.67,1031
2016,Terry,1-Lubbock,1842,14.3,12877
2016,Throckmorton,2-Abilene,179,11.54,1551
2016,Titus,4-Tyler,5067,15.45,32805
2016,Tom Green,9-Midland,14478,12.32,117499
2016,Travis,7-Austin,146428,12.36,1184722
2016,Trinity,5-Beaumont,1562,10.84,14404
2016,Tyler,5-Beaumont,2296,10.69,21473
2016,Upshur,4-Tyler,5336,13.12,40659
2016,Upton,9-Midland,545,14.69,3711
2016,Uvalde,8-San Antonio,4130,15.19,27181
2016,Val Verde,8-San Antonio,7646,15.74,48564
2016,Van Zandt,4-Tyler,7045,12.97,54304
2016,Victoria,8-San Antonio,12808,13.77,93015
2016,Walker,6-Houston,6836,9.63,71016
2016,Waller,6-Houston,6553,13.78,47553
2016,Ward,9-Midland,1893,15.49,12217
2016,Washington,7-Austin,4347,12.58,34545
2016,Webb,11-Edinburg,46479,17.53,265200
2016,Wharton,6-Houston,6069,14.55,41709
2016,Wheeler,1-Lubbock,781,13.84,5643
2016,Wichita,2-Abilene,16141,12.19,132433
2016,Wilbarger,2-Abilene,1788,13.53,13212
2016,Willacy,11-Edinburg,3052,13.76,22184
2016,Williamson,7-Austin,77169,14.92,517263
2016,Wilson,8-San Antonio,6797,14.13,48091
2016,Winkler,9-Midland,1274,15.39,8278
2016,Wise,3-Arlington,8449,13.38,63146
2016,Wood,4-Tyler,4937,11.22,44009
2016,Yoakum,1-Lubbock,1507,17.53,8599
2016,Young,2-Abilene,2417,12.99,18603
2016,Zapata,11-Edinburg,2484,17.34,14327
2016,Zavala,8-San Antonio,2066,16.83,12275
2016,All Counties,All Regions,,,27782691
2015,Anderson,4-Tyler,6341,10.86,58408
2015,Andrews,9-Midland,2912,16.22,17952
2015,Angelina,5-Beaumont,13044,14.68,88868
2015,Aransas,11-Edinburg,2627,10.38,25302
2015,Archer,2-Abilene,1138,13.15,8657
2015,Armstrong,1-Lubbock,217,11.17,1942
2015,Atascosa,8-San Antonio,7281,15.14,48087
2015,Austin,6-Houston,3884,13.21,29394
2015,Bailey,1-Lubbock,1255,16.93,7413
2015,Bandera,8-San Antonio,2060,9.89,20830
2015,Bastrop,7-Austin,11629,14.52,80082
2015,Baylor,2-Abilene,443,12.11,3659
2015,Bee,11-Edinburg,3972,12,33099
2015,Bell,7-Austin,51193,15.38,332820
2015,Bexar,8-San Antonio,273729,14.42,1897850
2015,Blanco,7-Austin,1264,11.5,10988
2015,Borden,9-Midland,69,10.45,660
2015,Bosque,7-Austin,2209,12.31,17952
2015,Bowie,4-Tyler,11741,12.68,92594
2015,Brazoria,6-Houston,50787,14.79,343497
2015,Brazos,7-Austin,24575,11.75,209233
2015,Brewster,10-El Paso,1085,11.76,9228
2015,Briscoe,1-Lubbock,176,11.05,1593
2015,Brooks,11-Edinburg,1004,13.92,7213
2015,Brown,2-Abilene,5135,13.31,38590
2015,Burleson,7-Austin,2243,12.85,17458
2015,Burnet,7-Austin,5724,12.61,45389
2015,Caldwell,7-Austin,6111,14.89,41044
2015,Calhoun,8-San Antonio,3121,14.09,22144
2015,Callahan,2-Abilene,1666,12.37,13463
2015,Cameron,11-Edinburg,73679,17.6,418541
2015,Camp,4-Tyler,1865,14.5,12863
2015,Carson,1-Lubbock,826,13.88,5952
2015,Cass,4-Tyler,3819,12.53,30486
2015,Castro,1-Lubbock,1198,15.87,7549
2015,Chambers,6-Houston,5864,15.29,38356
2015,Cherokee,4-Tyler,7523,14.58,51614
2015,Childress,1-Lubbock,793,11.21,7071
2015,Clay,2-Abilene,1177,11.47,10260
2015,Cochran,1-Lubbock,502,15.74,3189
2015,Coke,9-Midland,387,11.84,3268
2015,Coleman,2-Abilene,1138,13.09,8696
2015,Collin,3-Arlington,142086,15.71,904421
2015,Collingsworth,1-Lubbock,432,13.91,3106
2015,Colorado,6-Houston,2738,13.01,21046
2015,Comal,8-San Antonio,16394,13.01,126054
2015,Comanche,2-Abilene,1716,12.69,13521
2015,Concho,9-Midland,309,7.53,4102
2015,Cooke,3-Arlington,5265,13.47,39082
2015,Coryell,7-Austin,11066,14.42,76750
2015,Cottle,2-Abilene,197,13.11,1503
2015,Crane,9-Midland,847,16.32,5190
2015,Crockett,9-Midland,521,13.4,3887
2015,Crosby,1-Lubbock,904,14.5,6235
2015,Culberson,10-El Paso,284,12.25,2319
2015,Dallam,1-Lubbock,1122,16.16,6943
2015,Dallas,3-Arlington,376197,14.75,2551029
2015,Dawson,9-Midland,1753,12.82,13671
2015,DeWitt,8-San Antonio,2461,11.8,20855
2015,Deaf Smith,1-Lubbock,3257,17.42,18697
2015,Delta,4-Tyler,616,11.62,5299
2015,Denton,3-Arlington,113878,14.76,771688
2015,Dickens,1-Lubbock,227,10.05,2258
2015,Dimmit,8-San Antonio,1735,16.11,10769
2015,Donley,1-Lubbock,376,10.67,3524
2015,Duval,11-Edinburg,1680,14.21,11824
2015,Eastland,2-Abilene,2366,12.85,18411
2015,Ector,9-Midland,25353,15.97,158753
2015,Edwards,8-San Antonio,219,10.97,1997
2015,El Paso,10-El Paso,132353,15.76,839545
2015,Ellis,3-Arlington,25406,15.56,163301
2015,Erath,3-Arlington,4764,12.07,39471
2015,Falls,7-Austin,2005,11.64,17223
2015,Fannin,3-Arlington,3999,11.68,34231
2015,Fayette,7-Austin,3108,12.32,25219
2015,Fisher,2-Abilene,454,11.46,3963
2015,Floyd,1-Lubbock,867,14.38,6031
2015,Foard,2-Abilene,139,10.94,1270
2015,Fort Bend,6-Houston,110272,15.71,702044
2015,Franklin,4-Tyler,1455,13.56,10730
2015,Freestone,7-Austin,2537,12.78,19847
2015,Frio,8-San Antonio,2467,13.29,18565
2015,Gaines,9-Midland,3627,18.38,19735
2015,Galveston,6-Houston,44657,13.86,322292
2015,Garza,1-Lubbock,718,10.85,6615
2015,Gillespie,8-San Antonio,2799,11.02,25393
2015,Glasscock,9-Midland,181,14.03,1290
2015,Goliad,8-San Antonio,939,12.55,7485
2015,Gonzales,8-San Antonio,3032,14.68,20651
2015,Gray,1-Lubbock,3107,13.37,23242
2015,Grayson,3-Arlington,16774,13.27,126409
2015,Gregg,4-Tyler,17525,14.13,124043
2015,Grimes,7-Austin,3398,12.24,27755
2015,Guadalupe,8-San Antonio,22047,14.76,149395
2015,Hale,1-Lubbock,5375,15.48,34731
2015,Hall,1-Lubbock,451,13.65,3303
2015,Hamilton,7-Austin,1033,12.39,8338
2015,Hansford,1-Lubbock,943,16.55,5698
2015,Hardeman,2-Abilene,528,13.32,3963
2015,Hardin,5-Beaumont,7885,14.15,55738
2015,Harris,6-Houston,673796,14.88,4527909
2015,Harrison,4-Tyler,9435,14.08,67021
2015,Hartley,1-Lubbock,741,12.29,6029
2015,Haskell,2-Abilene,691,11.55,5983
2015,Hays,7-Austin,26236,13.68,191851
2015,Hemphill,1-Lubbock,699,16.84,4151
2015,Henderson,4-Tyler,9856,12.32,80005
2015,Hidalgo,11-Edinburg,145848,17.74,822205
2015,Hill,7-Austin,4737,13.35,35475
2015,Hockley,1-Lubbock,3523,14.85,23723
2015,Hood,3-Arlington,6260,11.41,54870
2015,Hopkins,4-Tyler,4850,13.41,36161
2015,Houston,5-Beaumont,2526,10.92,23135
2015,Howard,9-Midland,4779,12.62,37856
2015,Hudspeth,10-El Paso,475,13.93,3410
2015,Hunt,3-Arlington,11730,12.98,90372
2015,Hutchinson,1-Lubbock,3057,14.06,21747
2015,Irion,9-Midland,179,11.65,1537
2015,Jack,2-Abilene,1054,11.8,8933
2015,Jackson,8-San Antonio,2058,13.75,14965
2015,Jasper,5-Beaumont,4633,12.97,35716
2015,Jeff Davis,10-El Paso,231,10.51,2198
2015,Jefferson,5-Beaumont,31616,12.38,255300
2015,Jim Hogg,11-Edinburg,781,15.05,5190
2015,Jim Wells,11-Edinburg,6279,14.99,41884
2015,Johnson,3-Arlington,23650,14.67,161209
2015,Jones,2-Abilene,1961,9.85,19905
2015,Karnes,8-San Antonio,1672,11.12,15034
2015,Kaufman,3-Arlington,17058,15.01,113657
2015,Kendall,8-San Antonio,5347,13.68,39084
2015,Kenedy,11-Edinburg,53,11.91,445
2015,Kent,2-Abilene,102,12.93,789
2015,Kerr,8-San Antonio,5814,11.43,50864
2015,Kimble,9-Midland,483,10.82,4464
2015,King,1-Lubbock,41,13.9,295
2015,Kinney,8-San Antonio,371,10.64,3486
2015,Kleberg,11-Edinburg,4092,13.1,31225
2015,Knox,2-Abilene,542,14.21,3813
2015,La Salle,8-San Antonio,829,10.97,7556
2015,Lamar,4-Tyler,6417,12.84,49980
2015,Lamb,1-Lubbock,1979,14.82,13356
2015,Lampasas,7-Austin,2565,12.64,20295
2015,Lavaca,8-San Antonio,2522,12.73,19818
2015,Lee,7-Austin,2473,14.46,17102
2015,Leon,7-Austin,2084,12.1,17227
2015,Liberty,6-Houston,10814,13.47,80287
2015,Limestone,7-Austin,2946,12.55,23481
2015,Lipscomb,1-Lubbock,480,13.88,3459
2015,Live Oak,11-Edinburg,1330,11.32,11748
2015,Llano,7-Austin,1679,8.68,19348
2015,Loving,9-Midland,5,5.75,87
2015,Lubbock,1-Lubbock,39818,13.46,295763
2015,Lynn,1-Lubbock,818,14.31,5716
2015,Madison,7-Austin,1706,12.14,14054
2015,Marion,4-Tyler,1056,10.1,10458
2015,Martin,9-Midland,840,15.65,5367
2015,Mason,9-Midland,464,11.81,3928
2015,Matagorda,6-Houston,5093,13.79,36932
2015,Maverick,8-San Antonio,10077,17.65,57107
2015,McCulloch,9-Midland,1127,13.34,8448
2015,McLennan,7-Austin,35787,14.67,243882
2015,McMullen,11-Edinburg,82,10.99,746
2015,Medina,8-San Antonio,6615,13.72,48221
2015,Menard,9-Midland,229,10.41,2199
2015,Midland,9-Midland,23437,14.76,158745
2015,Milam,7-Austin,3404,13.82,24634
2015,Mills,7-Austin,588,12.06,4875
2015,Mitchell,2-Abilene,1032,10.73,9622
2015,Montague,2-Abilene,2423,12.46,19446
2015,Montgomery,6-Houston,77562,14.66,529079
2015,Moore,1-Lubbock,3580,16.47,21734
2015,Morris,4-Tyler,1534,12.08,12698
2015,Motley,1-Lubbock,143,12.01,1191
2015,Nacogdoches,5-Beaumont,7071,11.13,63548
2015,Navarro,3-Arlington,6739,14.07,47908
2015,Newton,5-Beaumont,1639,11.66,14051
2015,Nolan,2-Abilene,2193,14.26,15376
2015,Nueces,11-Edinburg,50451,13.98,360992
2015,Ochiltree,1-Lubbock,1793,16.7,10737
2015,Oldham,1-Lubbock,472,22.06,2140
2015,Orange,5-Beaumont,10953,13.03,84037
2015,Palo Pinto,3-Arlington,3668,13.11,27979
2015,Panola,4-Tyler,3374,13.92,24238
2015,Parker,3-Arlington,16940,13.46,125811
2015,Parmer,1-Lubbock,1508,15.55,9697
2015,Pecos,9-Midland,2043,12.67,16119
2015,Polk,5-Beaumont,5141,10.92,47077
2015,Potter,1-Lubbock,17381,14.22,122204
2015,Presidio,10-El Paso,970,14.42,6726
2015,Rains,4-Tyler,1244,11.16,11147
2015,Randall,1-Lubbock,17260,13.45,128364
2015,Reagan,9-Midland,584,15.62,3739
2015,Real,8-San Antonio,327,9.72,3364
2015,Red River,4-Tyler,1412,11.06,12770
2015,Reeves,9-Midland,1742,11.86,14686
2015,Refugio,11-Edinburg,990,13.24,7475
2015,Roberts,1-Lubbock,129,13.51,955
2015,Robertson,7-Austin,2089,12.5,16713
2015,Rockwall,3-Arlington,14633,16.31,89731
2015,Runnels,2-Abilene,1419,13.23,10726
2015,Rusk,4-Tyler,6528,12.31,53046
2015,Sabine,5-Beaumont,1078,10.39,10372
2015,San Augustine,5-Beaumont,925,10.72,8631
2015,San Jacinto,5-Beaumont,3543,12.84,27583
2015,San Patricio,11-Edinburg,10167,14.98,67868
2015,San Saba,7-Austin,628,10.56,5945
2015,Schleicher,9-Midland,512,15.53,3296
2015,Scurry,2-Abilene,2377,13.51,17598
2015,Shackelford,2-Abilene,441,13.09,3370
2015,Shelby,5-Beaumont,3702,14.49,25552
2015,Sherman,1-Lubbock,484,15.51,3120
2015,Smith,4-Tyler,31000,13.92,222690
